monotonic_ns,wall_ns,python_gc_objects_collected_total,python_gc_objects_uncollectable_total,python_gc_collections_total,python_info,process_virtual_memory_bytes,process_resident_memory_bytes,process_start_time_seconds,process_cpu_seconds_total,process_open_fds,process_max_fds,vllm:estimated_flops_per_gpu_total,vllm:estimated_flops_per_gpu_created,vllm:estimated_read_bytes_per_gpu_total,vllm:estimated_read_bytes_per_gpu_created,vllm:estimated_write_bytes_per_gpu_total,vllm:estimated_write_bytes_per_gpu_created,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_requests_waiting_by_reason,vllm:engine_sleep_state,vllm:kv_cache_usage_perc,vllm:prefix_cache_queries_total,vllm:prefix_cache_queries_created,vllm:prefix_cache_hits_total,vllm:prefix_cache_hits_created,vllm:external_prefix_cache_queries_total,vllm:external_prefix_cache_queries_created,vllm:external_prefix_cache_hits_total,vllm:external_prefix_cache_hits_created,vllm:mm_cache_queries_total,vllm:mm_cache_queries_created,vllm:mm_cache_hits_total,vllm:mm_cache_hits_created,vllm:num_preemptions_total,vllm:num_preemptions_created,vllm:prompt_tokens_total,vllm:prompt_tokens_created,vllm:prompt_tokens_by_source_total,vllm:prompt_tokens_by_source_created,vllm:prompt_tokens_cached_total,vllm:prompt_tokens_cached_created,vllm:generation_tokens_total,vllm:generation_tokens_created,vllm:request_success_total,vllm:request_success_created,vllm:request_prompt_tokens_bucket,vllm:request_prompt_tokens_count,vllm:request_prompt_tokens_sum,vllm:request_prompt_tokens_created,vllm:request_generation_tokens_bucket,vllm:request_generation_tokens_count,vllm:request_generation_tokens_sum,vllm:request_generation_tokens_created,vllm:iteration_tokens_total_bucket,vllm:iteration_tokens_total_count,vllm:iteration_tokens_total_sum,vllm:iteration_tokens_total_created,vllm:request_max_num_generation_tokens_bucket,vllm:request_max_num_generation_tokens_count,vllm:request_max_num_generation_tokens_sum,vllm:request_max_num_generation_tokens_created,vllm:request_params_n_bucket,vllm:request_params_n_count,vllm:request_params_n_sum,vllm:request_params_n_created,vllm:request_params_max_tokens_bucket,vllm:request_params_max_tokens_count,vllm:request_params_max_tokens_sum,vllm:request_params_max_tokens_created,vllm:time_to_first_token_seconds_bucket,vllm:time_to_first_token_seconds_count,vllm:time_to_first_token_seconds_sum,vllm:time_to_first_token_seconds_created,vllm:inter_token_latency_seconds_bucket,vllm:inter_token_latency_seconds_count,vllm:inter_token_latency_seconds_sum,vllm:inter_token_latency_seconds_created,vllm:request_time_per_output_token_seconds_bucket,vllm:request_time_per_output_token_seconds_count,vllm:request_time_per_output_token_seconds_sum,vllm:request_time_per_output_token_seconds_created,vllm:e2e_request_latency_seconds_bucket,vllm:e2e_request_latency_seconds_count,vllm:e2e_request_latency_seconds_sum,vllm:e2e_request_latency_seconds_created,vllm:request_queue_time_seconds_bucket,vllm:request_queue_time_seconds_count,vllm:request_queue_time_seconds_sum,vllm:request_queue_time_seconds_created,vllm:request_inference_time_seconds_bucket,vllm:request_inference_time_seconds_count,vllm:request_inference_time_seconds_sum,vllm:request_inference_time_seconds_created,vllm:request_prefill_time_seconds_bucket,vllm:request_prefill_time_seconds_count,vllm:request_prefill_time_seconds_sum,vllm:request_prefill_time_seconds_created,vllm:request_decode_time_seconds_bucket,vllm:request_decode_time_seconds_count,vllm:request_decode_time_seconds_sum,vllm:request_decode_time_seconds_created,vllm:request_prefill_kv_computed_tokens_bucket,vllm:request_prefill_kv_computed_tokens_count,vllm:request_prefill_kv_computed_tokens_sum,vllm:request_prefill_kv_computed_tokens_created,vllm:cache_config_info,http_request_duration_highr_seconds_bucket,http_request_duration_highr_seconds_count,http_request_duration_highr_seconds_sum,http_request_duration_highr_seconds_created,vllm:gpu_cache_usage_perc,http_requests_total,http_requests_created,http_request_size_bytes_count,http_request_size_bytes_sum,http_request_size_bytes_created,http_response_size_bytes_count,http_response_size_bytes_sum,http_response_size_bytes_created,http_request_duration_seconds_bucket,http_request_duration_seconds_count,http_request_duration_seconds_sum,http_request_duration_seconds_created
20154564854600,1789061992494775025,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.480000000000004,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20155073844911,1789061993003765446,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.480000000000004,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20155582983118,1789061993512903553,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.489999999999995,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20156092234497,1789061994022155022,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.5,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20156609653024,1789061994539573349,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.5,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20157118598681,1789061995048519026,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.51,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20157628138859,1789061995558061379,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.51,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20158137352613,1789061996067273028,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.519999999999996,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20158645897802,1789061996575818087,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.53,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20159155468447,1789061997085388973,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.54,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20159664849799,1789061997594770284,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.55,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20160173985391,1789061998103905977,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.55,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20160683246478,1789061998613167083,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.56,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20161192694644,1789061999122615209,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.57,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20161701846382,1789061999631766707,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.57,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20162211214248,1789062000141135284,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.58,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20162720932899,1789062000650853294,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.58,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20163230059144,1789062001159979759,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.589999999999996,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
