workload,load,wan_gbps,deadline_s,policy,central_shed_mw,median_shed_fraction,p05_shed_mw,median_shed_mw,p95_shed_mw,action_counts_mean,action_fractions_mean,serving_ceiling,resource_utilization_mean,workload_central_range_mw,timing_network_range_fraction
measured_pack,0.25,reference,1,greedy,1.5707447975338433,0.13151421117405082,1.5496818906424847,1.5699805289469753,1.5814136448160776,"[4029.7666175776403, 0.0, 66008.1208063477, 0.03346062475276235]","[0.007555887966837743, 0.0, 0.1237664641765437, 6.273929880441744e-08]",1.0,"[1.0, 5.019143904353395e-07, 0.05057881714705161, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06044710373470195, 0.9901317134123496, 0.008059613831293595, 0.13201762871023204, 0.00025331665875589484, 0.0022590860734543897, 1.0, 1.0, 1.0]","[1.5707447975338433, 1.5707447975338433]","[0.12984092971766398, 0.1316936779003741]"
measured_pack,0.25,reference,1,isolated_fastest,0.00014326193767757453,1.2057380256575215e-05,0.00013524441642029174,0.00014390765587426986,0.0001472368002654289,"[0.0, 1.3238232644437498, 0.0, 5.077155909705204]","[0.0, 2.4821934427664584e-06, 0.0, 9.519762528322541e-06]",1.0,"[9.6015647768712e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.647673005617556e-06, 1.0154413363544043e-05, 4.530696574736375e-08, 1.7376226500422955e-07, 1.0, 1.0, 0.9999999999999999]","[0.00014326193767757453, 0.00014326193767757453]","[1.1331526084913626e-05, 1.225647255435078e-05]"
measured_pack,0.25,reference,1,kv_only,0.00014326193767757453,1.2057380256575215e-05,0.00013524441642029174,0.00014390765587426986,0.0001472368002654289,"[0.0, 1.3238232644437498, 0.0, 5.077155909705204]","[0.0, 2.4821934427664584e-06, 0.0, 9.519762528322541e-06]",1.0,"[9.6015647768712e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.647673005617556e-06, 1.0154413363544043e-05, 4.530696574736375e-08, 1.7376226500422955e-07, 1.0, 1.0, 0.9999999999999999]","[0.00014326193767757453, 0.00014326193767757453]","[1.1331526084913626e-05, 1.225647255435078e-05]"
measured_pack,0.25,reference,1,queue_haul,1.5732037159141472,0.13177644219897813,1.5496818906424847,1.5735486206581581,1.589179190119179,"[4207.638309192878, 0.0, 66008.1208063477, 0.0]","[0.007889400723743886, 0.0, 0.1237664641765437, 0.0]",1.0,"[1.0, 0.0, 0.05324691920230076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06311520578995108, 0.9901317134123496, 0.008415360771993478, 0.13201756178831328, 0.00025786733932925616, 0.002266708181887638, 1.0, 1.0, 1.0]","[1.5732037159141472, 1.5732037159141472]","[0.12984092971766398, 0.13241109565862216]"
measured_pack,0.25,reference,1,replay_only,1.5732037159141472,0.13177644219897813,1.5496818906424847,1.5735486206581581,1.589179190119179,"[7196.885522079479, 0.0, 63018.8735934611, 0.0]","[0.013494295296851993, 0.0, 0.1181615696034356, 0.0]",1.0,"[1.0, 0.0, 0.053246919202300735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10795436237481594, 0.9452925568274848, 0.014393914983308794, 0.12603900757699799, 0.00033471070108024366, 0.0021898648201366506, 1.0, 1.0, 1.0]","[1.5732037159141472, 1.5732037159141472]","[0.12984092971766398, 0.13241109565862216]"
measured_pack,0.25,reference,3,greedy,5.154668096455095,0.43076553369343507,4.475790892482621,5.150178413563192,5.1885534241424525,"[34574.196513829505, 0.02545783736694043, 191664.75, 1.0539742483424848]","[0.06482726673609769, 4.773392240223733e-08, 0.359375, 1.9762214778569374e-06]",1.0,"[1.0, 1.0, 1.0, 1.0029132198033909e-05, 0.3936242963997856, 0.0, 0.0, 0.0, 0.5186181338887815, 1.0, 0.0691491354346881, 0.3833354413029098, 0.004162718669349964, 0.010837740764035816, 1.0, 1.0, 1.0]","[5.154668096455095, 5.154668096455095]","[0.37500654438238323, 0.4319482402448979]"
measured_pack,0.25,reference,3,isolated_fastest,0.0007553732018221088,6.312869519680836e-05,0.0007080977260056905,0.0007571102320189813,0.0007708861201952117,"[0.0, 6.949260261473447, 0.0, 26.653173971194466]","[0.0, 1.3029993290195617e-05, 0.0, 4.99752009479991e-05]",1.0,"[0.0005040415539055577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3898659509541991e-05, 5.330688101119904e-05, 2.3783378423130267e-07, 9.121870514028463e-07, 1.0, 1.0, 1.0]","[0.0007553732018221088, 0.0007553732018221088]","[5.9328348373113524e-05, 6.417108058358854e-05]"
measured_pack,0.25,reference,3,kv_only,0.0007553732018221088,6.312869519680836e-05,0.0007080977260056905,0.0007571102320189813,0.0007708861201952117,"[0.0, 6.949260261473447, 0.0, 26.653173971194466]","[0.0, 1.3029993290195617e-05, 0.0, 4.99752009479991e-05]",1.0,"[0.0005040415539055577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3898659509541991e-05, 5.330688101119904e-05, 2.3783378423130267e-07, 9.121870514028463e-07, 1.0, 1.0, 1.0]","[0.0007553732018221088, 0.0007553732018221088]","[5.9328348373113524e-05, 6.417108058358854e-05]"
measured_pack,0.25,reference,3,queue_haul,5.2562936671399045,0.4395428880250639,5.215517481200513,5.257897845391331,5.299043147136986,"[66666.0, 0.0, 167920.3618919172, 0.0]","[0.125, 0.0, 0.31485382708561555, 0.0]",1.0,"[1.0, 1.0, 1.0, 0.07324581708959729, 0.4455847995953275, 0.0, 0.0, 0.0, 1.0, 1.0, 0.13333333333333333, 0.33584408222465667, 0.004699060448453801, 0.011443990045168084, 0.9999999999999999, 1.0, 1.0]","[5.2562936671399045, 5.2562936671399045]","[0.4376846041169382, 0.4411739993146113]"
measured_pack,0.25,reference,3,replay_only,5.256293667139905,0.4395428880250639,5.215517481200513,5.257897845391331,5.299043147136985,"[66666.0, 0.0, 167920.3618919172, 0.0]","[0.125, 0.0, 0.31485382708561555, 0.0]",1.0,"[1.0, 1.0, 1.0, 0.24162301648258852, 0.2772076002023362, 0.0, 0.0, 0.0, 1.0, 1.0, 0.13333333333333333, 0.3358440822246567, 0.004699060448453802, 0.011443990045168086, 1.0000000000000002, 1.0, 1.0]","[5.256293667139905, 5.256293667139905]","[0.43768460411693816, 0.4411739993146114]"
