run_id,step,active_leaf_count,active_coding_leaf_count,active_validation_leaf_count,completed_leaf_count,coding_progress,validation_progress,num_reopens_so_far,num_invalidations_so_far,largest_progress_drop_so_far,num_splits_so_far,steps_since_new_subtask,denominator_growth_so_far,steps_since_completion,blocked_leaf_count,repeated_observation_loop_flag,validation_started,validation_complete,validation_failed,submit_without_validation,strong_completion_count,manual_only_completion_count,weak_product_completion_count,label_final_success,label_finish_step,label_success_by_horizon,label_shape_tags
hermes_pilot_h5_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,0,0,0,,19,false,no_validation_frontier
hermes_pilot_h5_001,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,false,false,false,false,false,0,0,0,,19,false,no_validation_frontier
hermes_pilot_h5_001,19,0,0,0,1,1,0,0,0,0,0,17,0,0,0,false,false,false,false,false,0,1,1,,19,false,no_validation_frontier
hermes_pilot_h5_002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,0,0,0,,15,false,
hermes_pilot_h5_002,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,false,false,false,false,false,0,0,0,,15,false,
hermes_pilot_h5_002,13,0,0,0,1,1,0,0,0,0,0,11,0,0,0,false,false,false,false,false,0,1,0,,15,false,
hermes_pilot_h5_002,14,1,1,1,1,0.5,0,0,0,0.5,0,0,1,1,0,false,false,false,false,false,0,1,0,,15,false,
hermes_pilot_h5_002,15,0,0,0,2,1,1,0,0,0.5,0,1,1,0,0,false,true,true,false,false,0,2,0,,15,false,
hermes_pilot_h5_003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,0,0,0,,51,false,stuck_loop
hermes_pilot_h5_003,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,false,false,false,false,false,0,0,0,,51,false,stuck_loop
hermes_pilot_h5_003,5,1,1,1,0,0,0,0,0,0,0,3,0,5,1,false,true,false,true,false,0,0,0,,51,false,stuck_loop
hermes_pilot_h5_003,6,2,2,1,0,0,0,0,0,0,0,0,1,6,1,false,true,false,true,false,0,0,0,,51,false,stuck_loop
hermes_pilot_h5_003,7,1,1,1,1,0.5,0,0,0,0,0,1,1,0,1,false,true,false,true,false,0,1,0,,51,false,stuck_loop
hermes_pilot_h5_003,8,2,2,2,1,0.333333,0,0,0,0.166667,0,0,2,1,1,false,true,false,true,false,0,1,0,,51,false,stuck_loop
hermes_pilot_h5_003,11,1,1,1,2,0.666667,0.5,0,0,0.166667,0,3,2,0,1,false,true,true,true,false,0,2,0,,51,false,stuck_loop
hermes_pilot_h5_003,12,2,2,1,2,0.5,0.5,0,0,0.166667,0,0,3,1,1,false,true,true,true,false,0,2,0,,51,false,stuck_loop
